ID,Distance,Date,SellerG,Propertycount,Car,Method,CouncilArea,Suburb,Bathroom,Regionname,Address,Type,Postcode,BuildingArea,Lattitude,Bedroom2,Landsize,YearBuilt,Longtitude,Rooms,Price
6661,21.5,15/07/2017,Barry,5087.0,1.0,SP,Kingston City Council,Parkdale,1.0,South-Eastern Metropolitan,4/25 White St,t,3195.0,88.0,-37.99825,1.0,80.0,,145.08696,1.0,503750.0
6662,6.7,29/07/2017,Nelson,3445.0,2.0,S,Darebin City Council,Coburg North,2.0,Northern Metropolitan,17 Delta Av,h,3058.0,145.0,-37.72165,4.0,500.0,1930.0,144.95853,4.0,1011000.0
6663,5.9,20/05/2017,Brad,6567.0,0.0,S,Moonee Valley City Council,Ascot Vale,1.0,Western Metropolitan,136 The Parade,h,3032.0,,-37.7721,2.0,341.0,,144.9113,2.0,1050000.0
6664,38.0,17/03/2018,O'Brien,7566.0,4.0,S,Frankston City Council,Frankston South,2.0,South-Eastern Metropolitan,13 Buckingham Pl,h,3199.0,199.0,-38.17185,5.0,700.0,,145.14299,5.0,825000.0
6665,5.4,17/03/2018,Jellis,10331.0,,PI,Boroondara City Council,Kew,,Southern Metropolitan,2/29 Barrington Av,u,3101.0,,,,,,,2.0,610000.0
6666,20.0,11/11/2017,hockingstuart,6162.0,,PI,Kingston City Council,Mentone,,South-Eastern Metropolitan,2 Ovens Ct,h,3194.0,,-37.977,,594.0,,145.0788,5.0,1200000.0
6667,12.8,10/02/2018,Barry,1281.0,1.0,S,Brimbank City Council,Ardeer,2.0,Western Metropolitan,20 Chelsey St,h,3022.0,,-37.77556,3.0,690.0,,144.79811999999998,3.0,726500.0
6668,8.5,14/10/2017,Nelson,7485.0,2.0,PI,Moreland City Council,Pascoe Vale,2.0,Northern Metropolitan,50 Anderson St,t,3044.0,,-37.73343,3.0,655.0,,144.93555,3.0,800000.0
6669,18.0,6/01/2018,Prof.,5556.0,,PI,Brimbank City Council,Hillside,,Western Metropolitan,51 Landscape Dr,h,3037.0,,,,,,,6.0,830000.0
6670,6.2,17/02/2018,Jas,5498.0,3.0,SP,Hobsons Bay City Council,Newport,2.0,Western Metropolitan,45A Graham St,h,3015.0,130.0,-37.83674,3.0,277.0,2010.0,144.86794,3.0,868100.0
6671,6.4,7/11/2016,Burnham,7570.0,3.0,S,Maribyrnong City Council,Footscray,1.0,Western Metropolitan,32 Commercial Rd,h,3011.0,120.0,-37.7941,3.0,585.0,1950.0,144.8924,3.0,1155000.0
6672,10.7,13/05/2017,Marshall,6938.0,2.0,S,Bayside City Council,Brighton East,2.0,Southern Metropolitan,7 Billson St,h,3187.0,206.0,-37.9173,5.0,780.0,1950.0,145.0142,5.0,2140000.0
6673,20.5,11/11/2017,Barry,7969.0,2.0,S,Whittlesea City Council,South Morang,2.0,Northern Metropolitan,2 Highview Dr,h,3752.0,,-37.6438,4.0,510.0,,145.0965,4.0,652000.0
6674,13.7,25/02/2017,Buxton,5454.0,2.0,SP,Bayside City Council,Hampton,1.0,Southern Metropolitan,2/442 Bluff Rd,u,3188.0,,-37.9444,2.0,282.0,,145.0231,2.0,800000.0
6675,6.7,6/01/2018,Jellis,11204.0,3.0,S,Darebin City Council,Coburg,2.0,Northern Metropolitan,206 Bell St,h,3058.0,181.0,-37.740429999999996,4.0,614.0,1920.0,144.95909,4.0,1090000.0
6676,9.7,23/04/2016,Nelson,3284.0,2.0,SP,Moonee Valley City Council,Strathmore,1.0,Western Metropolitan,59 Glenview Rd,h,3041.0,,-37.736,3.0,650.0,,144.9202,3.0,1205000.0
6677,2.4,8/07/2017,hockingstuart,14949.0,1.0,VB,Yarra City Council,Richmond,2.0,Northern Metropolitan,334 Highett St,h,3121.0,,-37.81684,2.0,189.0,,145.00606000000002,2.0,1200000.0
6678,6.4,13/08/2016,Jas,7570.0,1.0,S,Maribyrnong City Council,Footscray,1.0,Western Metropolitan,36 Windsor St,h,3011.0,130.0,-37.8023,2.0,451.0,1910.0,144.8915,3.0,932000.0
6679,2.0,21/10/2017,Biggin,4553.0,,PI,Yarra City Council,Collingwood,,Northern Metropolitan,17/78 Oxford St,u,3066.0,,,,,,,2.0,721000.0
6680,5.1,3/03/2018,McGrath,7570.0,,SP,Maribyrnong City Council,Footscray,,Western Metropolitan,6/38 Lynch St,u,3011.0,,,,,,,1.0,343000.0
6681,14.0,28/05/2016,Ray,3224.0,,S,Monash City Council,Oakleigh,,Southern Metropolitan,2/1 York Av,u,3166.0,,,,,,,2.0,600000.0
6682,5.4,3/09/2017,Nelson,10331.0,2.0,S,Boroondara City Council,Kew,2.0,Southern Metropolitan,35 Miller Gr,h,3101.0,,-37.81065,4.0,,,145.02146000000002,4.0,3400000.0
6683,20.0,28/10/2017,Hodges,6162.0,,VB,Kingston City Council,Mentone,,South-Eastern Metropolitan,4/46 Plummer Rd,u,3194.0,,,,,,,3.0,650000.0
6684,20.5,26/08/2017,HAR,7969.0,,S,Whittlesea City Council,South Morang,,Northern Metropolitan,2/5 Briar Ct,u,3752.0,,,,,,,2.0,310000.0
6685,8.4,23/09/2017,McGrath,,2.0,S,Darebin City Council,Preston,1.0,Northern Metropolitan,340 Plenty Rd,h,3072.0,,-37.74283,4.0,678.0,,145.0086,4.0,950000.0
6686,8.5,28/10/2017,Nelson,7485.0,,S,Moreland City Council,Pascoe Vale,,Northern Metropolitan,3/2 Colorado St,u,3044.0,,,,,,,3.0,745000.0
6687,11.2,13/08/2016,Barry,21650.0,,PI,Darebin City Council,Reservoir,,Northern Metropolitan,1/7 Elsey Rd,u,3073.0,,,,,,,3.0,540000.0
6688,47.3,19/08/2017,C21,17384.0,2.0,S,Cardinia Shire Council,Pakenham,2.0,Eastern Victoria,10 Eyre Pl,h,3810.0,177.0,-38.05934,4.0,,2011.0,145.51137,4.0,442000.0
6689,2.8,13/08/2016,Greg,17496.0,0.0,VB,Melbourne City Council,Melbourne,,Northern Metropolitan,928/43 Therry St,u,3000.0,,-37.8078,1.0,0.0,,144.961,1.0,210000.0
6690,24.7,9/12/2017,Barry,8322.0,3.0,S,Greater Dandenong City Council,Dandenong North,2.0,South-Eastern Metropolitan,6 Kallay St,h,3175.0,146.0,-37.96282,4.0,,1980.0,145.21024,4.0,760000.0
6691,2.8,22/04/2017,MICM,17496.0,1.0,S,Melbourne City Council,Melbourne,2.0,Northern Metropolitan,1201/565 Flinders St,u,3000.0,88.0,-37.8211,2.0,1136.0,2009.0,144.9559,2.0,683000.0
6692,10.5,18/06/2016,Moonee,4502.0,4.0,SP,Moonee Valley City Council,Avondale Heights,2.0,Western Metropolitan,8 Westminster Dr,h,3034.0,,-37.7639,5.0,574.0,,144.8615,5.0,850000.0
6693,7.8,15/10/2016,hockingstuart,1808.0,1.0,S,Maribyrnong City Council,Kingsville,1.0,Western Metropolitan,2/15 Edgar St,u,3012.0,74.0,-37.8083,2.0,117.0,2008.0,144.8775,2.0,440000.0
6694,2.7,16/09/2017,Jellis,14887.0,1.0,SP,Melbourne City Council,South Yarra,1.0,Southern Metropolitan,7/939 Punt Rd,u,3141.0,92.0,-37.83247,2.0,,1975.0,144.98753,2.0,651000.0
6695,13.8,27/05/2017,Buxton,10969.0,,SP,Glen Eira City Council,Bentleigh East,,Southern Metropolitan,5A Bayview St,t,3165.0,,,,,,,3.0,1350000.0
6696,11.0,3/03/2018,Williams,5301.0,2.0,S,Hobsons Bay City Council,Altona,2.0,Western Metropolitan,84 Queen St,h,3018.0,,-37.87025,3.0,690.0,,144.83385,3.0,1815000.0
6697,17.9,3/06/2017,Ray,9758.0,,S,Bayside City Council,Cheltenham,,Southern Metropolitan,5 Glenden Rt,h,3192.0,,,,,,,3.0,740000.0
6698,14.2,18/11/2017,Ray,13366.0,,S,Monash City Council,Mount Waverley,,Eastern Metropolitan,2/558 Huntingdale Rd,u,3149.0,,,,,,,2.0,806500.0
6699,13.0,27/11/2016,Eview,8870.0,,SP,Moreland City Council,Glenroy,,Northern Metropolitan,1/15 Acacia St,t,3046.0,,,,,,,2.0,484852.0
6700,11.2,4/03/2017,Barry,21650.0,1.0,S,Darebin City Council,Reservoir,1.0,Northern Metropolitan,5 Queen St,h,3073.0,,-37.7279,2.0,487.0,,145.0136,2.0,931000.0
6701,23.0,12/08/2017,Max,2985.0,1.0,S,Maroondah City Council,Croydon North,1.0,Eastern Metropolitan,8/25 Karingal St,u,3136.0,,-37.76793,2.0,297.0,,145.29283999999998,2.0,505000.0
6702,16.1,9/12/2017,Morrison,8524.0,2.0,PI,Banyule City Council,Greensborough,3.0,Northern Metropolitan,144 Henry St,h,,,-37.71049,4.0,746.0,,145.1011,4.0,1100000.0
6703,10.1,3/06/2017,Gary,7822.0,2.0,S,Glen Eira City Council,Carnegie,2.0,Southern Metropolitan,163 Oakleigh Rd,h,3163.0,161.0,-37.900079999999996,3.0,430.0,1938.0,145.06187,3.0,1435000.0
6704,6.3,3/06/2017,Marshall,4836.0,,S,Stonnington City Council,Armadale,,Southern Metropolitan,15 Gladstone Av,h,3143.0,,,,,,,,4100000.0
6705,23.3,14/10/2017,Barry,2949.0,2.0,S,Knox City Council,Knoxfield,3.0,Eastern Metropolitan,27 Belindavale Dr,h,3180.0,,-37.88343,4.0,666.0,,145.24081,4.0,980000.0
6706,3.5,18/11/2017,Dingle,8648.0,,PI,Melbourne City Council,Port Melbourne,,Southern Metropolitan,213/99 Nott St,u,3207.0,,,,,,,1.0,400000.0
6707,25.2,1/07/2017,Barry,8459.0,2.0,S,Greater Dandenong City Council,Keysborough,1.0,South-Eastern Metropolitan,33 Turramurra Dr,h,3173.0,170.0,-37.9865,4.0,680.0,1970.0,145.16767,4.0,761000.0
6708,6.8,28/10/2017,Williams,6380.0,0.0,S,Hobsons Bay City Council,Williamstown,2.0,Western Metropolitan,12 Courtis St,h,3016.0,195.0,-37.85331,3.0,,1910.0,144.88901,3.0,1690000.0
6709,12.6,28/08/2016,Douglas,3755.0,2.0,S,Brimbank City Council,Sunshine,1.0,Western Metropolitan,22 Lynch St,h,3020.0,,-37.7794,3.0,494.0,,144.8347,3.0,711000.0
6710,8.4,16/07/2016,Jas,5498.0,2.0,S,Hobsons Bay City Council,Newport,1.0,Western Metropolitan,153 Mason St,h,3015.0,145.0,-37.8414,3.0,453.0,1950.0,144.8707,3.0,950000.0
6711,6.7,18/11/2017,hockingstuart,11204.0,,S,Darebin City Council,Coburg,,Northern Metropolitan,2 Lascelles St,h,3058.0,,,,,,,3.0,1631000.0
6712,7.7,27/06/2016,Chisholm,8989.0,0.0,VB,Port Phillip City Council,Elwood,3.0,Southern Metropolitan,53 Addison St,h,3184.0,211.0,-37.8775,3.0,235.0,2005.0,144.9808,4.0,1875000.0
6713,17.9,8/07/2017,Ray,10529.0,2.0,S,Whittlesea City Council,Mill Park,3.0,Northern Metropolitan,15 Mockridge Dr,h,3082.0,130.0,-37.6641,5.0,656.0,1970.0,145.05123,5.0,704500.0
6714,11.2,23/04/2016,Nelson,21650.0,,VB,Darebin City Council,Reservoir,,Northern Metropolitan,2/6 Eisenhower St,t,3073.0,,,,,,,2.0,360000.0
6715,10.3,25/11/2017,Nick,6938.0,,PI,Bayside City Council,Brighton East,,Southern Metropolitan,30b Pine St,t,3187.0,,,,,,,4.0,1775000.0
6716,2.3,10/12/2016,Jellis,6821.0,1.0,S,Melbourne City Council,North Melbourne,1.0,Northern Metropolitan,2/100 Curzon St,t,3051.0,,-37.8016,2.0,0.0,,144.9486,2.0,888000.0
6717,18.4,3/03/2018,Commercial,13830.0,2.0,,Wyndham City Council,Hoppers Crossing,2.0,Western Metropolitan,111 Bethany Rd,h,3029.0,158.0,-37.85402,3.0,571.0,2002.0,144.67333,3.0,620000.0
6718,5.3,28/10/2017,Jellis,11364.0,1.0,VB,Darebin City Council,Northcote,2.0,Northern Metropolitan,112 Hawthorn Rd,h,3070.0,117.0,-37.77129,3.0,137.0,1900.0,144.99508,3.0,1050000.0
6719,13.9,29/04/2017,Barry,9028.0,2.0,S,Manningham City Council,Doncaster,2.0,Eastern Metropolitan,1 Adelle Ct,h,3108.0,,-37.7803,3.0,820.0,,145.1248,,1700000.0
6720,5.9,26/08/2017,hockingstuart,4675.0,1.0,PI,Stonnington City Council,Malvern,1.0,Southern Metropolitan,2/21 Thanet St,u,3144.0,,-37.86005,1.0,,1960.0,145.03665,1.0,410000.0
6721,15.5,3/03/2018,Jellis,6202.0,2.0,S,Manningham City Council,Templestowe,3.0,Eastern Metropolitan,303 Church Rd,h,3106.0,393.0,-37.76815,5.0,811.0,1990.0,145.14106999999998,5.0,2008000.0
6722,9.2,4/03/2017,Jellis,10412.0,4.0,S,Boroondara City Council,Glen Iris,2.0,Southern Metropolitan,8 Kenilworth Gr,h,3146.0,,-37.853,4.0,1318.0,,145.0491,4.0,3110000.0
6723,11.0,25/11/2017,Barlow,5301.0,,S,Hobsons Bay City Council,Altona,,Western Metropolitan,23 Romawi St,h,3018.0,,,,,,,4.0,1650000.0
6724,17.2,18/11/2017,Noel,6871.0,,VB,Whitehorse City Council,Mitcham,,Eastern Metropolitan,1/31 Harrison St,h,3132.0,,,,,,,3.0,1120000.0
6725,3.3,7/11/2016,Jellis,14887.0,1.0,SP,Melbourne City Council,South Yarra,1.0,Southern Metropolitan,4/957 Punt Rd,u,3141.0,77.0,-37.8314,2.0,0.0,1940.0,144.9877,2.0,659000.0
6726,9.2,7/05/2016,Jellis,10412.0,1.0,,Boroondara City Council,Glen Iris,1.0,Southern Metropolitan,1/23 Aintree Rd,u,3146.0,63.0,-37.8567,2.0,0.0,1968.0,145.0435,2.0,550000.0
6727,7.5,28/10/2017,Nelson,9264.0,2.0,S,Moonee Valley City Council,Essendon,2.0,Western Metropolitan,33 Amelia Av,h,3040.0,147.0,-37.74476,4.0,558.0,1925.0,144.92504,4.0,1507000.0
6728,5.0,9/12/2017,Buxton,13240.0,,VB,Port Phillip City Council,St Kilda,,Southern Metropolitan,1/68 Alma Rd,u,3182.0,,,,,,,2.0,460000.0
6729,6.2,18/11/2017,hockingstuart,6482.0,2.0,S,Boroondara City Council,Hawthorn East,1.0,Southern Metropolitan,14 Harts Pde,h,3123.0,,-37.8321,4.0,668.0,,145.0447,4.0,2735000.0
6730,5.4,9/09/2017,Nelson,10331.0,2.0,VB,Boroondara City Council,Kew,1.0,Southern Metropolitan,5 Childers St,h,3101.0,,-37.80044,3.0,,,145.04419,3.0,1250000.0
6731,13.9,22/08/2016,hockingstuart,10969.0,2.0,S,Glen Eira City Council,Bentleigh East,2.0,Southern Metropolitan,10 Boronia St,h,3165.0,337.0,-37.9138,4.0,598.0,2006.0,145.0774,4.0,1698888.0
6732,5.4,23/09/2017,Kelly,10331.0,2.0,PI,Boroondara City Council,Kew,1.0,Southern Metropolitan,14 Carson St,h,3101.0,,-37.80969,3.0,780.0,,145.01967,3.0,2600000.0
6733,4.3,12/08/2017,Nelson,1052.0,2.0,PI,Moonee Valley City Council,Travancore,3.0,Western Metropolitan,112 Baroda St,h,3032.0,,-37.777840000000005,4.0,291.0,,144.93482,4.0,2070000.0
6734,17.2,17/03/2018,Hoskins,6871.0,,VB,Whitehorse City Council,Mitcham,,Eastern Metropolitan,5/35 Glenburnie Rd,t,3132.0,,,,,,,3.0,820000.0
6735,8.4,28/10/2017,hockingstuart,14577.0,,PI,Darebin City Council,Preston,,Northern Metropolitan,16/24 Tyler St,u,3072.0,,,,,,,3.0,510000.0
6736,11.7,17/09/2016,Noel,5678.0,2.0,S,Monash City Council,Burwood,1.0,Southern Metropolitan,2/3 Havelock St,t,3125.0,126.0,-37.8521,3.0,228.0,1998.0,145.1187,3.0,745000.0
6737,18.4,10/02/2018,Ray,5811.0,2.0,S,Melton City Council,Truganina,2.0,Western Metropolitan,26 Vassar Ct,h,3029.0,121.0,-37.84391,3.0,560.0,2006.0,144.7258,3.0,557500.0
6738,8.7,23/04/2016,Biggin,4918.0,,SP,Maribyrnong City Council,Maribyrnong,,Western Metropolitan,16 Amarco Cr,h,3032.0,,,,,,,4.0,880000.0
6739,13.0,22/04/2017,Stockdale,8870.0,1.0,PI,Moreland City Council,Glenroy,1.0,Northern Metropolitan,56 Pecham St,h,3046.0,,-37.6977,3.0,694.0,,144.9116,3.0,621000.0
6740,8.0,15/10/2016,Brad,9264.0,1.0,S,Moonee Valley City Council,Essendon,2.0,Western Metropolitan,26a Violet St,u,3040.0,,-37.7546,3.0,0.0,,144.9134,3.0,891000.0
6741,17.5,11/11/2017,C21,2727.0,2.0,S,Kingston City Council,Clarinda,1.0,South-Eastern Metropolitan,28 Bushland Av,h,3169.0,120.0,-37.9431,3.0,7514.0,1975.0,145.111,3.0,862000.0
6742,20.6,12/08/2017,LJ,15510.0,2.0,S,Hume City Council,Craigieburn,2.0,Northern Metropolitan,42 Valiant Cr,h,3064.0,,-37.59264,4.0,448.0,2014.0,144.8985,4.0,667500.0
6743,1.9,21/10/2017,Cayzer,5943.0,,S,Port Phillip City Council,South Melbourne,1.0,Southern Metropolitan,129 Cobden St,h,3205.0,71.0,-37.83661,2.0,100.0,1880.0,144.96378,2.0,1225000.0
6744,19.9,17/03/2018,Barry,7785.0,2.0,S,Maroondah City Council,,1.0,Eastern Metropolitan,34 Oliver St,h,3134.0,,-37.807109999999994,3.0,738.0,,145.23584,3.0,880000.0
6745,13.7,15/10/2016,Hodges,5454.0,2.0,S,Bayside City Council,Hampton,2.0,Southern Metropolitan,7 Austin Rd,h,3188.0,120.0,-37.9449,3.0,357.0,1970.0,145.0144,3.0,1050000.0
6746,38.0,9/09/2017,Ray,7566.0,4.0,SP,Frankston City Council,Frankston South,1.0,South-Eastern Metropolitan,24 Sycamore Rd,h,3199.0,158.0,-38.16475,4.0,600.0,1985.0,145.1345,4.0,830000.0
6747,7.2,9/12/2017,Gary,8989.0,1.0,S,Port Phillip City Council,Elwood,1.0,Southern Metropolitan,11/2 Selwyn Av,u,3184.0,,-37.88511,2.0,,,144.98479,2.0,721000.0
6748,8.0,,Greg,6380.0,2.0,S,Hobsons Bay City Council,Williamstown,2.0,Western Metropolitan,33 Hannan St,h,3016.0,212.0,-37.8647,3.0,782.0,1900.0,144.8867,4.0,2230000.0
6749,13.6,6/08/2016,Buxton,3582.0,,S,Monash City Council,Chadstone,,Southern Metropolitan,30 Melinga Cr,h,3148.0,,,,,,,3.0,1101000.0
6750,17.2,24/02/2018,Harcourts,4280.0,4.0,S,Whitehorse City Council,Vermont South,2.0,Eastern Metropolitan,28 Hartland Rd,h,3133.0,209.0,-37.85973,3.0,832.0,1976.0,145.18223,3.0,1170000.0
6751,5.1,13/08/2016,hockingstuart,4380.0,1.0,PI,Port Phillip City Council,Windsor,1.0,Southern Metropolitan,13/14 Newry St,u,3181.0,,-37.8552,2.0,1057.0,,145.0005,2.0,450000.0
6752,11.4,28/05/2016,Barry,3540.0,1.0,S,Banyule City Council,Rosanna,2.0,Eastern Metropolitan,2/237 Rosanna Rd,u,3084.0,142.0,-37.7388,3.0,217.0,2006.0,145.0742,3.0,601000.0
6753,9.7,10/09/2016,Considine,3284.0,2.0,S,Moonee Valley City Council,Strathmore,2.0,Western Metropolitan,8 Woodland St,h,3041.0,,-37.7439,3.0,1781.0,,144.9331,3.0,1200000.0
6754,13.1,24/02/2018,Stockdale,5070.0,4.0,S,Hume City Council,Fawkner,1.0,Northern Metropolitan,3 Yuroke St,h,3060.0,,-37.71363,3.0,639.0,,144.96751,3.0,686000.0
6755,21.8,25/11/2017,Barry,4258.0,,S,Nillumbik Shire Council,Diamond Creek,,Northern Victoria,35 Chapman St,h,3089.0,,,,,,,3.0,840000.0
6756,5.2,3/12/2016,Jellis,11918.0,1.0,S,Moreland City Council,Brunswick,3.0,Northern Metropolitan,9 Blair St,h,3056.0,93.0,-37.7713,4.0,238.0,1910.0,144.9643,4.0,1802500.0
6757,6.4,3/12/2016,Naison,7570.0,1.0,S,Maribyrnong City Council,Footscray,1.0,Western Metropolitan,9 Lynch St,h,3011.0,98.0,-37.797,3.0,292.0,1900.0,144.9051,3.0,1003000.0
6758,25.2,28/10/2017,O'Brien,8459.0,2.0,S,Greater Dandenong City Council,Keysborough,1.0,South-Eastern Metropolitan,4 Woollahra Av,h,3173.0,,-37.98212,4.0,560.0,,145.16681,4.0,727000.0
6759,14.7,8/07/2017,YPA,16166.0,2.0,S,Wyndham City Council,Werribee,2.0,Western Metropolitan,9 Sherrin Ct,h,3030.0,143.0,-37.884209999999996,3.0,847.0,1980.0,144.67869,3.0,529000.0
6760,11.2,10/12/2016,Jellis,5457.0,1.0,S,Boroondara City Council,Surrey Hills,2.0,Southern Metropolitan,66 Durham Rd,h,3127.0,,-37.8317,4.0,494.0,,145.0901,4.0,1455000.0
6761,13.0,28/05/2016,Raine,8870.0,1.0,SP,Moreland City Council,Glenroy,1.0,Northern Metropolitan,14 William St,h,3046.0,,-37.7119,3.0,348.0,,144.9111,3.0,501000.0
6762,5.9,3/03/2018,Marshall,4675.0,2.0,VB,Stonnington City Council,Malvern,2.0,Southern Metropolitan,41 Thanet St,h,3144.0,276.0,-37.86202,4.0,786.0,1915.0,145.03635,4.0,3800000.0
6763,9.8,16/07/2016,Nelson,588.0,2.0,S,Moonee Valley City Council,Essendon West,2.0,Western Metropolitan,25 Garnet St,h,3040.0,184.0,-37.7497,5.0,616.0,1950.0,144.8867,5.0,1300000.0
6764,13.9,12/11/2016,Barry,9028.0,,S,Manningham City Council,Doncaster,,Eastern Metropolitan,1 Sentinel Wy,t,3108.0,,,,,,,3.0,1011500.0
6765,13.9,18/06/2016,Philip,9028.0,2.0,S,Manningham City Council,Doncaster,3.0,Eastern Metropolitan,46 Winston Dr,h,3108.0,160.0,-37.7795,,654.0,1969.0,145.1294,4.0,1462500.0
6766,5.3,,R&H,11308.0,1.0,S,Boroondara City Council,Hawthorn,1.0,Southern Metropolitan,18/352 Auburn Rd,u,3122.0,,-37.83197,2.0,0.0,,145.04306,2.0,580000.0
6767,31.2,24/02/2018,Ray,1989.0,,S,Kingston City Council,Carrum,,South-Eastern Metropolitan,2/32 Valetta St,h,3197.0,,,,,,,3.0,788000.0
6768,20.0,17/02/2018,Barry,6162.0,2.0,S,Kingston City Council,Mentone,1.0,South-Eastern Metropolitan,16 Phillip St,h,3194.0,,-37.97537,3.0,369.0,,145.06242,3.0,984000.0
6769,12.4,11/02/2017,Ray,1414.0,2.0,SP,,Kingsbury,2.0,Northern Metropolitan,24 Stymie St,h,3083.0,,-37.7147,5.0,544.0,2000.0,145.0296,5.0,1000000.0
6770,13.1,18/11/2017,Stockdale,5070.0,4.0,PI,Hume City Council,Fawkner,1.0,Northern Metropolitan,53 Lynch Rd,h,3060.0,95.0,-37.7119,3.0,616.0,1960.0,144.9707,3.0,645000.0
6771,8.9,3/03/2018,Miles,1651.0,3.0,SP,Banyule City Council,Eaglemont,3.0,Eastern Metropolitan,34A Waldemar Rd,h,3084.0,,-37.75922,4.0,473.0,,145.05555,4.0,1950000.0
6772,13.1,6/01/2018,Ray,5070.0,1.0,S,Hume City Council,Fawkner,1.0,Northern Metropolitan,1/1 Clara St,u,3060.0,,-37.71024,2.0,,,144.96303,2.0,412000.0
6773,6.4,16/04/2016,Nelson,2211.0,2.0,S,Darebin City Council,Alphington,1.0,Northern Metropolitan,44 Naroon Rd,h,3078.0,,-37.7755,3.0,592.0,,145.0288,3.0,1540000.0
6774,13.9,20/05/2017,hockingstuart,10969.0,,S,Glen Eira City Council,Bentleigh East,,Southern Metropolitan,31 Beddoe Av,h,3165.0,,,,,,,4.0,1261000.0
6775,13.0,16/07/2016,hockingstuart,6795.0,2.0,S,Glen Eira City Council,Bentleigh,1.0,Southern Metropolitan,4 Daley St,h,3204.0,143.0,-37.9256,3.0,,1950.0,145.0374,3.0,1370000.0
6776,2.6,29/04/2017,Jellis,14949.0,0.0,S,Yarra City Council,Richmond,1.0,Northern Metropolitan,30 Corsair St,h,3121.0,,-37.8226,2.0,178.0,,145.0064,2.0,1210000.0
6777,,16/09/2017,hockingstuart,15542.0,2.0,S,Wyndham City Council,Point Cook,2.0,Western Metropolitan,100 Malibu Bvd,h,3030.0,191.0,-37.90163,4.0,,2011.0,144.73866999999998,4.0,711000.0
6778,,3/09/2017,iSell,7412.0,3.0,S,Greater Dandenong City Council,Springvale,2.0,South-Eastern Metropolitan,15 Maple St,h,3171.0,,-37.9484,4.0,795.0,,145.15663,4.0,1080000.0
6779,14.0,1/07/2017,YPA,851.0,1.0,PI,Hume City Council,Jacana,1.0,Northern Metropolitan,34 Bliburg St,h,3047.0,181.0,-37.6876,4.0,692.0,1960.0,144.91167,4.0,650000.0
6780,7.7,8/04/2017,Biggin,8989.0,1.0,SP,Port Phillip City Council,Elwood,1.0,Southern Metropolitan,4/88 Addison St,u,3184.0,,-37.8795,2.0,1912.0,1970.0,144.98,2.0,687000.0
6781,14.0,19/08/2017,YPA,4294.0,1.0,S,Hume City Council,Broadmeadows,1.0,Northern Metropolitan,90 Kitchener St,h,3047.0,112.0,-37.68318,3.0,,1960.0,144.92848,3.0,582000.0
6782,11.2,3/06/2017,Nelson,2606.0,2.0,S,Moreland City Council,Hadfield,1.0,Northern Metropolitan,117 East St,h,3046.0,,-37.70527,3.0,,,144.95084,3.0,731000.0
6783,5.9,4/03/2017,McDonald,7082.0,0.0,S,Moreland City Council,Brunswick West,1.0,Northern Metropolitan,89 Pearson St,h,3055.0,,-37.7642,3.0,358.0,,144.9493,3.0,942000.0
6784,3.5,6/01/2018,Nelson,1008.0,,S,Yarra City Council,Princes Hill,1.0,Northern Metropolitan,101 Paterson St,h,3054.0,,-37.78285,3.0,,,144.96591999999998,3.0,1575000.0
6785,13.0,18/06/2016,Brad,8870.0,1.0,SP,Moreland City Council,Glenroy,1.0,Northern Metropolitan,1/2 Prospect St,u,3046.0,,-37.7083,3.0,265.0,1995.0,144.9158,3.0,482500.0
6786,7.8,10/12/2016,Burnham,1808.0,1.0,S,Maribyrnong City Council,,1.0,Western Metropolitan,83 Kingsville St,h,3012.0,,-37.8118,1.0,370.0,,144.8783,1.0,630000.0
6787,9.7,22/08/2016,Jellis,5682.0,2.0,S,Boroondara City Council,Balwyn,3.0,Southern Metropolitan,25 Kalimna St,h,3103.0,,-37.8095,4.0,674.0,,145.0782,5.0,2665000.0
6788,20.5,6/01/2018,Millership,7969.0,2.0,S,Whittlesea City Council,South Morang,2.0,Northern Metropolitan,6 Jenolan Wy,h,3752.0,161.0,-37.63552,4.0,420.0,2009.0,145.08976,4.0,697000.0
6789,11.2,13/08/2016,Barry,21650.0,2.0,,Darebin City Council,Reservoir,1.0,Northern Metropolitan,12 Nisbett St,h,3073.0,84.0,-37.728,3.0,592.0,1960.0,145.0352,3.0,546000.0
6790,1.9,9/12/2017,WHITEFOX,5943.0,1.0,S,Port Phillip City Council,South Melbourne,1.0,Southern Metropolitan,64 Raglan St,h,3205.0,,-37.836890000000004,2.0,111.0,,144.9638,2.0,1200000.0
6791,16.5,29/07/2017,YPA,2474.0,2.0,S,Hume City Council,Westmeadows,3.0,Northern Metropolitan,43 Bamford Av,h,3049.0,264.0,-37.67841,4.0,544.0,1997.0,144.87923999999998,4.0,821000.0
6792,16.7,19/08/2017,Barry,15321.0,2.0,S,Monash City Council,Glen Waverley,2.0,Eastern Metropolitan,16 Cooper Av,h,3150.0,169.0,-37.89965,4.0,768.0,1970.0,145.17135,4.0,1292000.0
6793,15.5,18/11/2017,Barry,6202.0,,S,Manningham City Council,Templestowe,,Eastern Metropolitan,283 Porter St,,3106.0,,,,,,,4.0,1692000.0
6794,9.2,18/03/2017,hockingstuart,3445.0,2.0,S,Darebin City Council,Coburg North,2.0,Northern Metropolitan,18 Ronald St,h,3058.0,,-37.7305,3.0,310.0,,144.9809,3.0,750000.0
